id,title,complaint,complaintType,category,subcategory,estimatedResolutionTime,status,urgencyLevel,priorityLevel,isAnonymous,economicImpact,socialImpact,emotion,estimated,ResolutionTime,relatedPolicies,timestamp,lastUpdatedDate,submissionDate,currentLevel,escalationHistory,assignedAuthorities,resolutionPath,environmentalImpact,userId,departmentId,locationId
cm725gv5m0187u6o41i0ig7sz,Utilities Issue in बरेली,बरेली में बिजली की समस्या बहुत बड़ी हो गई है। दिन में कई बार लाइट चली जाती है।,,Utilities,Power Distribution,2,Closed,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,गुस्सा,,,UP Electricity Act 2017,2025-02-12 16:53:23.77,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725gv460185u6o4224acc42,cm725dgc70009u6h4pqcjyeb5,cm725gv5a0186u6o4dfq71tjt
cm725gv91018au6o4vf830orb,Healthcare Issue in फिरोजाबाद,"फिरोजाबाद के सरकारी अस्पताल में उचित इलाज नहीं मिलता, और डॉक्टरों की कमी है।",,Healthcare,Public Health,2,In Progress,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,निराशा,,,UP Health Services Act 2015,2025-02-12 16:53:23.893,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725gv7d0188u6o4qv42g76c,cm725dg6o0005u6h4jkjbkawz,cm725gv8p0189u6o4ocmxhkzz
cm725gvdr018du6o4l9kbsw6a,Infrastructure Issue in मेरठ,"मेरठ की सड़कों पर बहुत गड्ढे हो गए हैं, जिसके कारण दुर्घटनाएं होती हैं।",,Infrastructure,Road Maintenance,17,Open,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,गुस्सा,,,UP Road Maintenance Act 2017,2025-02-12 16:53:24.064,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725gvb8018bu6o40wwrg7ed,cm725dg3k0003u6h4e8f3kb9h,cm725gvcp018cu6o47u8wym8c
cm725gvhp018gu6o475zhd2o5,Sanitation Issue in बरेली,"बरेली में कचरे का सही तरीके से निस्तारण नहीं हो रहा, गली-गली कचरा पड़ा रहता है।",,Sanitation,Garbage Collection,7,Closed,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,घृणा,,,UP Sanitation Act 2018,2025-02-12 16:53:24.205,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725gvgv018eu6o4bv7jbayq,cm725dgdh000au6h4fagm9twc,cm725gvhf018fu6o437pi4e57
cm725gvm3018iu6o48nakzjdl,Utilities Issue in कानपुर,"कानपुर में पानी की सप्लाई बहुत कम है, और पानी का दबाव भी बहुत कमजोर है।",,Utilities,Water Distribution,13,In Progress,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,निराशा,,,UP Water Supply Act 2019,2025-02-12 16:53:24.363,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725gnly013mu6o4c1xbqfm0,cm725dgaz0008u6h4o1r9mtq7,cm725gvlq018hu6o4elajvqla
cm725gvq5018lu6o4p5212pjj,Law Enforcement Issue in लखनऊ,"लखनऊ में पुलिस का ध्यान केवल बड़े शहरों में ही रहता है, छोटे इलाकों में कोई गश्त नहीं होती।",,Law Enforcement,Crime Control,18,Open,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,निराशा,,,UP Police Act 2018,2025-02-12 16:53:24.509,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725gvpd018ju6o4un4oyuwv,cm725dg830006u6h44jyrjmcn,cm725gvpv018ku6o47639x13i
cm725gvxm018ou6o4rk0g823s,Healthcare Issue in झांसी,झांसी में सरकारी अस्पतालों में इलाज के लिए लंबी कतारें होती हैं और समय पर इलाज नहीं मिलता।,,Healthcare,Public Health,25,In Progress,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,निराशा,,,UP Health Services Act 2015,2025-02-12 16:53:24.778,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725gvtf018mu6o46dxtsr6h,cm725dg6o0005u6h4jkjbkawz,cm725gvv6018nu6o45ydgme87
cm725gw1j018ru6o48s4ep0w5,Transportation Issue in गोरखपुर,"गोरखपुर में पब्लिक ट्रांसपोर्ट की सुविधा बहुत कम है, इससे लोगों को बड़ी मुश्किल होती है।",,Transportation,Bus Services,30,Open,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,निराशा,,,UP Public Transport Act 2018,2025-02-12 16:53:24.92,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725gvzy018pu6o40q0a1sl4,cm725dggi000cu6h4gbmwutvf,cm725gw0g018qu6o4vshl3heh
cm725gw6n018uu6o49mwmn2es,Infrastructure Issue in हाथरस,"हाथरस की सड़कों पर कोई मरम्मत नहीं की जा रही। गड्ढे भरे हुए हैं, गाड़ी चलाना मुश्किल हो गया है।",,Infrastructure,Road Maintenance,28,In Progress,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,नाराजगी,,,UP Road Maintenance Act 2017,2025-02-12 16:53:25.104,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725gw5c018su6o4u4kadyby,cm725dg3k0003u6h4e8f3kb9h,cm725gw6c018tu6o495oz796d
cm725gwb3018xu6o4muzay1j7,Utilities Issue in बरेली,बरेली में जल आपूर्ति बिल्कुल नहीं है। पानी का टैंकर भी समय पर नहीं आता।,,Utilities,Water Distribution,7,In Progress,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,गुस्सा,,,UP Water Supply Act 2019,2025-02-12 16:53:25.263,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725gw98018vu6o4s706dyvb,cm725dgaz0008u6h4o1r9mtq7,cm725gw9r018wu6o4a4bcsyxg
cm725gwgq0190u6o4237kna11,Utilities Issue in आगरा,आगरा में बिजली की कटौती इतनी बढ़ गई है कि पूरा दिन बिना लाइट के ही गुजर जाता है।,,Utilities,Power Distribution,25,Open,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,निराशा,,,UP Electricity Act 2017,2025-02-12 16:53:25.466,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725gwe9018yu6o4otcwh2cp,cm725dgc70009u6h4pqcjyeb5,cm725gwfo018zu6o46uti03z9
cm725gwkz0193u6o4rlesnyw7,Healthcare Issue in कानपुर,"कानपुर के सरकारी अस्पताल में सुविधाओं का अभाव है, और डॉक्टर भी पर्याप्त नहीं हैं।",,Healthcare,Public Health,17,In Progress,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,चिंता,,,UP Health Services Act 2015,2025-02-12 16:53:25.619,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725gwk50191u6o4adeptxdi,cm725dg6o0005u6h4jkjbkawz,cm725gwko0192u6o4aad23wb3
cm725gwon0195u6o4d9sbsndr,Health Services Issue in Jhansi,सरकारी अस्पतालों में मरीजों को इलाज देने की कोई व्यवस्था नहीं है। डॉक्टर भी बुरी हालत में हैं।,Health Services,Healthcare,Public Health,16,Closed,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Helplessness,,,UP Health Services Act 2015,2025-02-12 16:53:25.751,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725fiur00g6u6o4z0g4ml7s,cm725dg6o0005u6h4jkjbkawz,cm725gwnf0194u6o4fc6lszhj
cm725gwsa0197u6o4gp50o1n3,Police & Law Issue in Agra,पुलिस अपराधियों के खिलाफ कोई कार्रवाई नहीं करती। अपराध बढ़ते जा रहे हैं।,Police & Law,Law Enforcement,Crime Control,28,Closed,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Anger,,,UP Police Act 2018,2025-02-12 16:53:25.882,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725euxa0020u6o46xzm7ojk,cm725dg830006u6h44jyrjmcn,cm725gwqz0196u6o4blwzsobc
cm725gwvl0199u6o4qawxgff4,Education Issue in Moradabad,"स्कूलों में शिक्षकों की बहुत कमी है और जो शिक्षक हैं, उनका बच्चों के प्रति कोई ध्यान नहीं है।",Education,Education,School Curriculum,23,In Progress,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,Concern,,,UP Education Act 2014,2025-02-12 16:53:26.002,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725gphu014qu6o41gy3c3hs,cm725dg9j0007u6h4tzh2udh2,cm725gwvb0198u6o4me7502y2
cm725gwzl019bu6o4z2vvc4yr,Water Supply Issue in Meerut,पानी की सप्लाई कई बार नहीं आती। पानी का दबाव भी बहुत कम रहता है।,Water Supply,Utilities,Water Distribution,13,In Progress,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Frustration,,,UP Water Supply Act 2019,2025-02-12 16:53:26.145,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725eu6h001cu6o4vigm0y34,cm725dgaz0008u6h4o1r9mtq7,cm725gwz9019au6o4pbwnl87x
cm725gx39019du6o42ylc3e2o,Electricity Issue in Bijnor,बिजली की कटौती से हम सभी परेशान हो गए हैं। कई बार दिनभर बिजली चली जाती है।,Electricity,Utilities,Power Distribution,4,In Progress,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Exhaustion,,,UP Electricity Act 2017,2025-02-12 16:53:26.277,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725f2tt007qu6o4bez55hkl,cm725dgc70009u6h4pqcjyeb5,cm725gx2y019cu6o4k2cuo9tl
cm725gx76019eu6o4ib9hfa4q,Garbage Issue in Kanpur,कूड़ा सड़कों पर पड़ा रहता है और सफाई कर्मचारियों का कोई ध्यान नहीं है।,Garbage,Sanitation,Garbage Collection,27,Open,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,Disgust,,,UP Sanitation Act 2018,2025-02-12 16:53:26.418,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725euhj001lu6o47cg3cj43,cm725dgdh000au6h4fagm9twc,cm725gcut00wau6o4bzwz0ghj
cm725gx9m019gu6o4s1tk1r7f,Roads Issue in Ghaziabad,सड़कों पर गड्ढे और टूटी-फूटी सड़कें बहुत बढ़ गई हैं। यह दुर्घटनाओं का कारण बन रही हैं।,Roads,Infrastructure,Road Maintenance,28,Open,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,Irritation,,,UP Road Maintenance Act 2017,2025-02-12 16:53:26.506,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725g11700p3u6o4fjyyfwrg,cm725dg3k0003u6h4e8f3kb9h,cm725gx9b019fu6o45qcqsq2u
cm725gxd2019iu6o4nprdktk5,Public Transport Issue in Varanasi,बसों की कमी है। लंबा इंतजार करने के बाद भी बस नहीं आती।,Public Transport,Transportation,Bus Services,5,Open,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,Frustration,,,UP Public Transport Act 2018,2025-02-12 16:53:26.63,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725g16600p6u6o44jkzah84,cm725dggi000cu6h4gbmwutvf,cm725gxcq019hu6o4apnwl981
cm725gxhl019ku6o4igq2llk9,Health Services Issue in Bareilly,सरकारी अस्पतालों में डॉक्टरों की कमी है और मरीजों को ठीक से इलाज नहीं मिल पाता।,Health Services,Healthcare,Public Health,13,In Progress,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Helplessness,,,UP Health Services Act 2015,2025-02-12 16:53:26.793,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725eya10055u6o49m2dosn8,cm725dg6o0005u6h4jkjbkawz,cm725gxh9019ju6o4ljdpd4nb
cm725gxl6019mu6o43guf8adp,Police & Law Issue in Gorakhpur,पुलिस का रवैया बहुत ही खराब है। कोई भी शिकायत सुनी नहीं जाती।,Police & Law,Law Enforcement,Crime Control,30,In Progress,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Anger,,,UP Police Act 2018,2025-02-12 16:53:26.922,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725et130009u6o45e2rnkk7,cm725dg830006u6h44jyrjmcn,cm725gxka019lu6o41xvjx384
cm725gxoq019ou6o435suzv46,Education Issue in Saharanpur,स्कूलों में पढ़ाई का स्तर बहुत खराब है। शिक्षक बच्चों को ठीक से पढ़ाने के बजाय अपनी छुट्टियां लेते रहते हैं।,Education,Education,School Curriculum,20,Closed,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,Concern,,,UP Education Act 2014,2025-02-12 16:53:27.05,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725f38o0082u6o47edcxgkg,cm725dg9j0007u6h4tzh2udh2,cm725gxnj019nu6o4r29bahhg
cm725gxr8019qu6o4fynonnos,Water Supply Issue in Muzaffarnagar,"पानी की सप्लाई बहुत अस्थिर रहती है। कभी बहुत कम पानी आता है, तो कभी बिल्कुल नहीं आता।",Water Supply,Utilities,Water Distribution,3,Closed,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Frustration,,,UP Water Supply Act 2019,2025-02-12 16:53:27.141,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725eu6h001cu6o4vigm0y34,cm725dgaz0008u6h4o1r9mtq7,cm725gxqy019pu6o4nhpo1akr
cm725gxvn019su6o48ca1cnh5,Electricity Issue in Aligarh,बिजली की समस्याएं और बढ़ रही हैं। गर्मी में बिजली के बिना रहना बहुत कठिन हो जाता है।,Electricity,Utilities,Power Distribution,28,Closed,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Exhaustion,,,UP Electricity Act 2017,2025-02-12 16:53:27.299,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725g1og00phu6o4zh6rk7qg,cm725dgc70009u6h4pqcjyeb5,cm725gxu9019ru6o4cmq67rh5
